TRANSACTION_ID,TRANSACTION_DATE,GENDER,EMAIL_CONTACT,PRODUCT_DESCRIPTION,PRODUCT_UNIT_PRICE,QUANTITY,DISCOUNT_AMOUNT,NET_SALE_VALUE,REGION,COUNTRY,CAPITAL_CITY,EVENT_LOG_TIMESTAMP,First Name,Last Name,Year,Month,Day,Week,Quarter
1464930000000.0,2016-06-05,MALE,warren_ford@hotmail.com,ENTERTAINMENT,110,7,8,762,ASIA (EX. NEAR EAST)         ,Maldives ,Malé,2016-Jun-03 10:39:11,Mr.Warren,Ford,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,chester.2015-monroe-boom@gmail.com,CUTLERY,75,9,5,670,EASTERN EUROPE                     ,Slovenia ,Ljubljana,2016-Jun-03 10:39:11,Mr.Chester,Monroe,2016,6,9,23,2
1464930000000.0,2016-06-08,MALE,bill.wilson@outlook.com,OPTICAL,50,3,3,147,ASIA (EX. NEAR EAST)         ,Nepal ,Kathmandu,2016-Jun-03 10:39:12,Mr.Bill,Wilson,2016,6,8,23,2
1464930000000.0,2016-06-09,FEMALE,f@hotmail.com,FASHION,600,7,1,4199,OCEANIA                            ,Samoa ,Apia,2016-Jun-03 10:39:13,Mrs.Franklin,Roosevelt,2016,6,9,23,2
1464930000000.0,2016-06-08,MALE,thomas.2015-eisenhower-boom@gmail.com,WARDROBE,850,1,9,841,OCEANIA                            ,Marshall Islands ,Majuro,2016-Jun-03 10:39:13,Mr.Thomas,Eisenhower,2016,6,8,23,2
1464930000000.0,2016-06-08,MALE,rutherford.2015-pierce-boom@gmail.com,LIGHTING,55,10,6,544,SUB-SAHARAN AFRICA                 ,Mali ,Bamako,2016-Jun-03 10:39:15,Mr.Rutherford,Pierce,2016,6,8,23,2
1464930000000.0,2016-06-08,MALE,andrew.johnson@outlook.com,ELECTRICAL,250,6,2,1498,ASIA (EX. NEAR EAST)         ,Taiwan ,Taipei,2016-Jun-03 10:39:15,Mr.Andrew,Johnson,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,j@hotmail.com,HANDICRAFT,150,6,2,898,SUB-SAHARAN AFRICA                 ,Cape Verde ,Praia,2016-Jun-03 10:39:15,Mrs.Jimmy,Grant,2016,6,8,23,2
1464930000000.0,2016-06-09,MALE,woodrow.BUCHANAN@yahoomail.com,FOOTWEAR,45,3,6,129,EASTERN EUROPE                     ,Romania ,Bucharest,2016-Jun-03 10:39:16,Mr.Woodrow,Buchanan,2016,6,9,23,2
1464930000000.0,2016-06-09,FEMALE,g.george.h.hoover@in.defteam.com,PAINTING,175,8,1,1399,OCEANIA                            ,Nauru ,Yaren,2016-Jun-03 10:39:17,Mrs.George,Hoover,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,R@gmail.com,MECHANICAL,300,10,8,2992,SUB-SAHARAN AFRICA                 ,Liberia ,Monrovia,2016-Jun-03 10:39:18,Mr.Rutherford,Taylor,2016,6,7,23,2
1464930000000.0,2016-06-05,MALE,T@gmail.com,LIGHTING,55,7,3,382,ASIA (EX. NEAR EAST)         ,Afghanistan ,Kabul,2016-Jun-03 10:39:18,Mr.Theodore,Jefferson,2016,6,5,22,2
1464930000000.0,2016-06-08,FEMALE,harry.POLK@yahoomail.com,SOFTWARE,40,4,7,153,LATIN AMER. & CARIB    ,Suriname ,Paramaribo,2016-Jun-03 10:39:18,Mrs.Harry,Polk,2016,6,8,23,2
1464930000000.0,2016-06-08,MALE,groverandtyler@yahoomail.com,TOYS,25,1,2,23,SUB-SAHARAN AFRICA                 ,Malawi ,Lilongwe,2016-Jun-03 10:39:21,Mr.Grover,Tyler,2016,6,8,23,2
1464930000000.0,2016-06-07,FEMALE,r.ronald.h.hoover@in.defteam.com,LIGHTING,55,6,9,321,SUB-SAHARAN AFRICA                 ,Tanzania ,Dodoma,2016-Jun-03 10:39:22,Mrs.Ronald,Hoover,2016,6,7,23,2
1464930000000.0,2016-06-09,FEMALE,george.2015-garfield-boom@gmail.com,MECHANICAL,300,9,3,2697,ASIA (EX. NEAR EAST)         ,Bhutan ,Thimphu,2016-Jun-03 10:39:22,Mrs.George,Garfield,2016,6,9,23,2
1464930000000.0,2016-06-06,MALE,john.FORD@yahoomail.com,CUTLERY,75,7,4,521,SUB-SAHARAN AFRICA                 ,Senegal ,Dakar,2016-Jun-03 10:39:23,Mr.John,Ford,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,gerald.lincoln@outlook.com,LITERATURE,90,3,9,261,EASTERN EUROPE                     ,Romania ,Bucharest,2016-Jun-03 10:39:23,Mr.Gerald,Lincoln,2016,6,9,23,2
1464930000000.0,2016-06-05,MALE,dwight.2015-monroe-boom@gmail.com,GADGETS,180,4,2,718,ASIA (EX. NEAR EAST)         ,Vietnam ,Hanoi,2016-Jun-03 10:39:25,Mr.Dwight,Monroe,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,warren_nixon@hotmail.com,MUSIC,20,2,8,32,SUB-SAHARAN AFRICA                 ,Cape Verde ,Praia,2016-Jun-03 10:39:25,Mrs.Warren,Nixon,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,g.grover.c.cleveland@in.defteam.com,WARDROBE,850,5,9,4241,SUB-SAHARAN AFRICA                 ,Mauritius ,Port Louis,2016-Jun-03 10:39:26,Mrs.Grover,Cleveland,2016,6,7,23,2
1464930000000.0,2016-06-07,FEMALE,B@gmail.com,CROCKERY,30,10,8,292,NEAR EAST                          ,Bahrain ,Manama,2016-Jun-03 10:39:27,Mrs.Bill,Polk,2016,6,7,23,2
1464930000000.0,2016-06-05,FEMALE,ronald_roosevelt@hotmail.com,GADGETS,180,2,6,354,SUB-SAHARAN AFRICA                 ,South Africa ,Pretoria,2016-Jun-03 10:39:27,Mrs.Ronald,Roosevelt,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,warren.buchanan@outlook.com,MUSIC,20,3,3,57,SUB-SAHARAN AFRICA                 ,Somalia ,Mogadishu,2016-Jun-03 10:39:28,Mr.Warren,Buchanan,2016,6,9,23,2
1464930000000.0,2016-06-05,FEMALE,millardandjefferson@yahoomail.com,COMPUTER PERIPHERALS,80,1,8,72,LATIN AMER. & CARIB    ,Bahamas,Nassau,2016-Jun-03 10:39:28,Mrs.Millard,Jefferson,2016,6,5,22,2
1464930000000.0,2016-06-05,FEMALE,g.george.t.truman@in.defteam.com,COMPUTER PERIPHERALS,80,2,4,156,NORTHERN AFRICA                    ,Egypt ,Cairo,2016-Jun-03 10:39:30,Mrs.George,Truman,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,r@hotmail.com,ENTERTAINMENT,110,2,9,211,ASIA (EX. NEAR EAST)         ,Afghanistan ,Kabul,2016-Jun-03 10:39:31,Mr.Richard,Harrison,2016,6,9,23,2
1464930000000.0,2016-06-05,FEMALE,calvin.pierce@outlook.com,OPTICAL,50,5,6,244,SUB-SAHARAN AFRICA                 ,Burundi ,Bujumbura,2016-Jun-03 10:39:33,Mrs.Calvin,Pierce,2016,6,5,22,2
1464930000000.0,2016-06-06,FEMALE,benjamin.ford@outlook.com,LIGHTING,55,7,5,380,LATIN AMER. & CARIB    ,Dominican Republic ,Santo Domingo,2016-Jun-03 10:39:33,Mrs.Benjamin,Ford,2016,6,6,23,2
1464930000000.0,2016-06-05,FEMALE,martin.BUCHANAN@yahoomail.com,OPTICAL,50,10,8,492,SUB-SAHARAN AFRICA                 ,Benin ,Porto-Novo,2016-Jun-03 10:39:35,Mrs.Martin,Buchanan,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,jimmy.2015-taylor-boom@gmail.com,FASHION,600,8,5,4795,WESTERN EUROPE                     ,Italy ,Rome,2016-Jun-03 10:39:35,Mrs.Jimmy,Taylor,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,B@gmail.com,ENTERTAINMENT,110,9,5,985,WESTERN EUROPE                     ,Greece ,Athens,2016-Jun-03 10:39:35,Mr.Benjamin,Ford,2016,6,7,23,2
1464930000000.0,2016-06-05,MALE,H@gmail.com,WARDROBE,850,7,2,5948,LATIN AMER. & CARIB    ,Peru ,Lima,2016-Jun-03 10:39:36,Mr.Herbert,Adams,2016,6,5,22,2
1464930000000.0,2016-06-05,FEMALE,abrahamandfillmore@yahoomail.com,FASHION,600,3,8,1792,ASIA (EX. NEAR EAST)         ,China ,Beijing,2016-Jun-03 10:39:36,Mrs.Abraham,Fillmore,2016,6,5,22,2
1464930000000.0,2016-06-07,MALE,j.jimmy.w.washington@in.defteam.com,GADGETS,180,8,8,1432,ASIA (EX. NEAR EAST)         ,Pakistan ,Islamabad,2016-Jun-03 10:39:37,Mr.Jimmy,Washington,2016,6,7,23,2
1464930000000.0,2016-06-07,MALE,j.john.r.roosevelt@in.defteam.com,OPTICAL,50,10,1,499,SUB-SAHARAN AFRICA                 ,Swaziland ,Mbabane,2016-Jun-03 10:39:38,Mr.John,Roosevelt,2016,6,7,23,2
1464930000000.0,2016-06-08,MALE,martin.carter@outlook.com,MOBILE,500,4,8,1992,WESTERN EUROPE                     ,Isle of Man ,Douglas,2016-Jun-03 10:39:41,Mr.Martin,Carter,2016,6,8,23,2
1464930000000.0,2016-06-07,FEMALE,franklinandjackson@yahoomail.com,MOBILE,500,9,1,4499,WESTERN EUROPE                     ,Luxembourg ,Luxembourg,2016-Jun-03 10:39:41,Mrs.Franklin,Jackson,2016,6,7,23,2
1464930000000.0,2016-06-09,MALE,rutherford.2015-truman-boom@gmail.com,MUSIC,20,6,8,112,OCEANIA                            ,Vanuatu ,Port Vila,2016-Jun-03 10:39:42,Mr.Rutherford,Truman,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,z@hotmail.com,ENTERTAINMENT,110,8,7,873,ASIA (EX. NEAR EAST)         ,Indonesia ,Jakarta,2016-Jun-03 10:39:42,Mrs.Zachary,Harding,2016,6,7,23,2
1464930000000.0,2016-06-06,FEMALE,grover.taft@outlook.com,CROCKERY,30,4,3,117,NEAR EAST                          ,Jordan ,Amman,2016-Jun-03 10:39:43,Mrs.Grover,Taft,2016,6,6,23,2
1464930000000.0,2016-06-08,MALE,J@gmail.com,CUTLERY,75,7,5,520,SUB-SAHARAN AFRICA                 ,Liberia ,Monrovia,2016-Jun-03 10:39:43,Mr.John,Ford,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,j@hotmail.com,SOFTWARE,40,1,3,37,WESTERN EUROPE                     ,Liechtenstein ,Vaduz,2016-Jun-03 10:39:44,Mrs.Jimmy,Ford,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,william.2015-coolidge-boom@gmail.com,OPTICAL,50,10,5,495,SUB-SAHARAN AFRICA                 ,Seychelles ,Victoria,2016-Jun-03 10:39:44,Mr.William,Coolidge,2016,6,6,23,2
1464930000000.0,2016-06-05,FEMALE,bill_clinton@hotmail.com,HANDICRAFT,150,3,3,447,LATIN AMER. & CARIB    ,Montserrat ,Plymouth,2016-Jun-03 10:39:45,Mrs.Bill,Clinton,2016,6,5,22,2
1464930000000.0,2016-06-06,FEMALE,johnandgarfield@yahoomail.com,FURNITURE,450,8,2,3598,SUB-SAHARAN AFRICA                 ,Rwanda ,Kigali,2016-Jun-03 10:39:46,Mrs.John,Garfield,2016,6,6,23,2
1464930000000.0,2016-06-07,FEMALE,M@gmail.com,CUTLERY,75,4,5,295,LATIN AMER. & CARIB    ,Grenada ,St. George's,2016-Jun-03 10:39:46,Mrs.Martin,Hayes,2016,6,7,23,2
1464930000000.0,2016-06-09,FEMALE,martin.monroe@outlook.com,LITERATURE,90,4,2,358,SUB-SAHARAN AFRICA                 ,Chad ,N'Djamena,2016-Jun-03 10:39:47,Mrs.Martin,Monroe,2016,6,9,23,2
1464930000000.0,2016-06-06,MALE,jimmyandpolk@yahoomail.com,GIFTS,60,5,3,297,WESTERN EUROPE                     ,Greece ,Athens,2016-Jun-03 10:39:49,Mr.Jimmy,Polk,2016,6,6,23,2
1464930000000.0,2016-06-06,FEMALE,william.johnson@outlook.com,MECHANICAL,300,7,8,2092,LATIN AMER. & CARIB    ,Costa Rica ,San José,2016-Jun-03 10:39:49,Mrs.William,Johnson,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,C@gmail.com,ARTS,35,9,5,310,SUB-SAHARAN AFRICA                 ,Swaziland ,Mbabane,2016-Jun-03 10:39:50,Mr.Calvin,Nixon,2016,6,5,22,2
1464930000000.0,2016-06-07,MALE,george_eisenhower@hotmail.com,HANDICRAFT,150,4,2,598,ASIA (EX. NEAR EAST)         ,Laos ,Vientiane,2016-Jun-03 10:39:50,Mr.George,Eisenhower,2016,6,7,23,2
1464930000000.0,2016-06-05,FEMALE,j.james.c.cleveland@in.defteam.com,FURNITURE,450,3,8,1342,LATIN AMER. & CARIB    ,Peru ,Lima,2016-Jun-03 10:39:51,Mrs.James,Cleveland,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,u.ulysses.r.roosevelt@in.defteam.com,MOBILE,500,3,5,1495,WESTERN EUROPE                     ,Malta ,Valletta,2016-Jun-03 10:39:51,Mrs.Ulysses,Roosevelt,2016,6,9,23,2
1464930000000.0,2016-06-06,MALE,dwight.HARRISON@yahoomail.com,ENTERTAINMENT,110,9,4,986,NEAR EAST                          ,Yemen ,Sana'a,2016-Jun-03 10:39:52,Mr.Dwight,Harrison,2016,6,6,23,2
1464930000000.0,2016-06-08,MALE,dwightandharding@yahoomail.com,MECHANICAL,300,3,3,897,LATIN AMER. & CARIB    ,Peru ,Lima,2016-Jun-03 10:39:52,Mr.Dwight,Harding,2016,6,8,23,2
1464930000000.0,2016-06-06,FEMALE,c@hotmail.com,CROCKERY,30,2,2,58,EASTERN EUROPE                     ,Serbia ,Belgrade,2016-Jun-03 10:39:55,Mrs.Chester,Carter,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,H@gmail.com,ENTERTAINMENT,110,9,5,985,C.W. OF IND. STATES ,Ukraine ,Kiev,2016-Jun-03 10:39:55,Mr.Harry,Buchanan,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,r@hotmail.com,VISUAL,275,5,4,1371,SUB-SAHARAN AFRICA                 ,Mozambique ,Maputo,2016-Jun-03 10:39:57,Mrs.Ronald,Jefferson,2016,6,7,23,2
1464930000000.0,2016-06-09,MALE,jamesandmckinley@yahoomail.com,ELECTRICAL,250,2,9,491,ASIA (EX. NEAR EAST)         ,Nepal ,Kathmandu,2016-Jun-03 10:39:57,Mr.James,McKinley,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,b@hotmail.com,HANDICRAFT,150,5,8,742,LATIN AMER. & CARIB    ,Venezuela ,Caracas,2016-Jun-03 10:39:57,Mr.Benjamin,Adams,2016,6,7,23,2
1464930000000.0,2016-06-05,FEMALE,martinandwilson@yahoomail.com,FASHION,600,1,2,598,OCEANIA                            ,Marshall Islands ,Majuro,2016-Jun-03 10:39:58,Mrs.Martin,Wilson,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,lyndon.2015-fillmore-boom@gmail.com,HANDICRAFT,150,7,9,1041,EASTERN EUROPE                     ,Croatia ,Zagreb,2016-Jun-03 10:39:58,Mr.Lyndon,Fillmore,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,w.woodrow.j.johnson@in.defteam.com,ELECTRICAL,250,5,1,1249,NORTHERN AMERICA                   ,United States ,"Washington, D.C.",2016-Jun-03 10:39:58,Mrs.Woodrow,Johnson,2016,6,7,23,2
1464930000000.0,2016-06-08,FEMALE,bill.2015-ford-boom@gmail.com,GADGETS,180,7,2,1258,LATIN AMER. & CARIB    ,Nicaragua ,Managua,2016-Jun-03 10:39:58,Mrs.Bill,Ford,2016,6,8,23,2
1464930000000.0,2016-06-07,MALE,benjamin.ADAMS@yahoomail.com,COMPUTER PERIPHERALS,80,2,7,153,LATIN AMER. & CARIB    ,Montserrat ,Plymouth,2016-Jun-03 10:39:59,Mr.Benjamin,Adams,2016,6,7,23,2
1464930000000.0,2016-06-08,MALE,lyndon.TYLER@yahoomail.com,GADGETS,180,2,7,353,EASTERN EUROPE                     ,Hungary ,Budapest,2016-Jun-03 10:40:00,Mr.Lyndon,Tyler,2016,6,8,23,2
1464930000000.0,2016-06-05,FEMALE,lyndon.harrison@outlook.com,VISUAL,275,9,6,2469,OCEANIA                            ,Papua New Guinea ,Port Moresby,2016-Jun-03 10:40:00,Mrs.Lyndon,Harrison,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,w.warren.k.kennedy@in.defteam.com,ENTERTAINMENT,110,7,1,769,NEAR EAST                          ,Iraq ,Baghdad,2016-Jun-03 10:40:01,Mrs.Warren,Kennedy,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,h.herbert.j.jackson@in.defteam.com,FOOTWEAR,45,6,1,269,LATIN AMER. & CARIB    ,Ecuador ,Quito,2016-Jun-03 10:40:01,Mrs.Herbert,Jackson,2016,6,7,23,2
1464930000000.0,2016-06-06,FEMALE,W@gmail.com,ELECTRONICS,800,4,9,3191,ASIA (EX. NEAR EAST)         ,Philippines ,Manila,2016-Jun-03 10:40:01,Mrs.Woodrow,Roosevelt,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,g@hotmail.com,MECHANICAL,300,4,7,1193,OCEANIA                            ,Papua New Guinea ,Port Moresby,2016-Jun-03 10:40:02,Mr.Grover,Nixon,2016,6,9,23,2
1464930000000.0,2016-06-08,FEMALE,george.jackson@outlook.com,SOFTWARE,40,7,8,272,NEAR EAST                          ,Israel ,Jerusalem,2016-Jun-03 10:40:02,Mrs.George,Jackson,2016,6,8,23,2
1464930000000.0,2016-06-05,FEMALE,rutherfordandnixon@yahoomail.com,MUSIC,20,6,9,111,LATIN AMER. & CARIB    ,Bahamas,Nassau,2016-Jun-03 10:40:02,Mrs.Rutherford,Nixon,2016,6,5,22,2
1464930000000.0,2016-06-06,FEMALE,calvin.buchanan@outlook.com,CUTLERY,75,5,8,367,LATIN AMER. & CARIB    ,Cuba ,Havana,2016-Jun-03 10:40:04,Mrs.Calvin,Buchanan,2016,6,6,23,2
1464930000000.0,2016-06-05,FEMALE,calvin.JEFFERSON@yahoomail.com,MUSIC,20,2,3,37,NEAR EAST                          ,United Arab Emirates ,Abu Dhabi,2016-Jun-03 10:40:06,Mrs.Calvin,Jefferson,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,harryandharding@yahoomail.com,LITERATURE,90,2,5,175,ASIA (EX. NEAR EAST)         ,Laos ,Vientiane,2016-Jun-03 10:40:06,Mr.Harry,Harding,2016,6,9,23,2
1464930000000.0,2016-06-08,FEMALE,dwight.buchanan@outlook.com,GADGETS,180,8,8,1432,NEAR EAST                          ,Lebanon ,Beirut,2016-Jun-03 10:40:06,Mrs.Dwight,Buchanan,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,woodrowandgarfield@yahoomail.com,HANDICRAFT,150,3,1,449,SUB-SAHARAN AFRICA                 ,Gabon ,Libreville,2016-Jun-03 10:40:06,Mrs.Woodrow,Garfield,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,h.harry.m.mckinley@in.defteam.com,ARTS,35,9,4,311,LATIN AMER. & CARIB    ,French Guiana ,Cayenne,2016-Jun-03 10:40:07,Mr.Harry,McKinley,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,C@gmail.com,CUTLERY,75,4,3,297,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 10:40:09,Mr.Chester,Lincoln,2016,6,9,23,2
1464930000000.0,2016-06-06,MALE,herbert.nixon@outlook.com,ELECTRICAL,250,6,1,1499,LATIN AMER. & CARIB    ,Guyana ,Georgetown,2016-Jun-03 10:40:09,Mr.Herbert,Nixon,2016,6,6,23,2
1464930000000.0,2016-06-06,FEMALE,w@hotmail.com,GIFTS,60,10,1,599,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 10:40:10,Mrs.Warren,Grant,2016,6,6,23,2
1464930000000.0,2016-06-06,FEMALE,billandjackson@yahoomail.com,VISUAL,275,5,2,1373,ASIA (EX. NEAR EAST)         ,Japan ,Tokyo,2016-Jun-03 10:40:10,Mrs.Bill,Jackson,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,c@hotmail.com,HANDICRAFT,150,5,8,742,EASTERN EUROPE                     ,Croatia ,Zagreb,2016-Jun-03 10:40:10,Mr.Calvin,Washington,2016,6,5,22,2
1464930000000.0,2016-06-06,FEMALE,abraham_cleveland@hotmail.com,HANDICRAFT,150,9,1,1349,C.W. OF IND. STATES ,Kazakhstan ,Astana,2016-Jun-03 10:40:11,Mrs.Abraham,Cleveland,2016,6,6,23,2
1464930000000.0,2016-06-06,MALE,thomas.HARDING@yahoomail.com,HANDICRAFT,150,7,1,1049,SUB-SAHARAN AFRICA                 ,Equatorial Guinea ,Malabo,2016-Jun-03 10:40:11,Mr.Thomas,Harding,2016,6,6,23,2
1464930000000.0,2016-06-07,FEMALE,richard.madison@outlook.com,TOYS,25,6,3,147,WESTERN EUROPE                     ,Finland ,Helsinki,2016-Jun-03 10:40:11,Mrs.Richard,Madison,2016,6,7,23,2
1464930000000.0,2016-06-08,MALE,J@gmail.com,MECHANICAL,300,6,5,1795,BALTICS                            ,Estonia ,Tallinn,2016-Jun-03 10:40:11,Mr.James,Adams,2016,6,8,23,2
1464930000000.0,2016-06-05,MALE,james_johnson@hotmail.com,VISUAL,275,8,9,2191,SUB-SAHARAN AFRICA                 ,Senegal ,Dakar,2016-Jun-03 10:40:12,Mr.James,Johnson,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,b.bill.h.hoover@in.defteam.com,FURNITURE,450,4,9,1791,ASIA (EX. NEAR EAST)         ,Thailand ,Bangkok,2016-Jun-03 10:40:13,Mr.Bill,Hoover,2016,6,9,23,2
1464930000000.0,2016-06-08,FEMALE,c.chester.w.wilson@in.defteam.com,CROCKERY,30,7,5,205,LATIN AMER. & CARIB    ,Paraguay ,Asunción,2016-Jun-03 10:40:13,Mrs.Chester,Wilson,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,john.2015-grant-boom@gmail.com,FURNITURE,450,5,8,2242,OCEANIA                            ,Australia ,Canberra,2016-Jun-03 10:40:13,Mrs.John,Grant,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,james.2015-jefferson-boom@gmail.com,GIFTS,60,5,4,296,C.W. OF IND. STATES ,Russia ,Moscow,2016-Jun-03 10:40:14,Mrs.James,Jefferson,2016,6,8,23,2
1464930000000.0,2016-06-05,MALE,Z@gmail.com,VISUAL,275,1,7,268,EASTERN EUROPE                     ,Bulgaria ,Sofia,2016-Jun-03 10:40:14,Mr.Zachary,Lincoln,2016,6,5,22,2
1464930000000.0,2016-06-07,FEMALE,C@gmail.com,GIFTS,60,8,2,478,LATIN AMER. & CARIB    ,Dominica ,Roseau,2016-Jun-03 10:40:14,Mrs.Calvin,Johnson,2016,6,7,23,2
1464930000000.0,2016-06-09,FEMALE,g@hotmail.com,MOBILE,500,8,9,3991,OCEANIA                            ,Nauru ,Yaren,2016-Jun-03 10:40:15,Mrs.George,Taylor,2016,6,9,23,2
1464930000000.0,2016-06-08,MALE,j@hotmail.com,CUTLERY,75,9,7,668,LATIN AMER. & CARIB    ,Chile ,Santiago,2016-Jun-03 10:40:16,Mr.James,Polk,2016,6,8,23,2
1464930000000.0,2016-06-07,FEMALE,warren.arthur@outlook.com,WARDROBE,850,2,2,1698,ASIA (EX. NEAR EAST)         ,China ,Beijing,2016-Jun-03 10:40:16,Mrs.Warren,Arthur,2016,6,7,23,2
1464930000000.0,2016-06-08,MALE,william.jefferson@outlook.com,FURNITURE,450,6,5,2695,NORTHERN AMERICA                   ,United States ,"Washington, D.C.",2016-Jun-03 10:40:16,Mr.William,Jefferson,2016,6,8,23,2
1464930000000.0,2016-06-05,FEMALE,J@gmail.com,SOFTWARE,40,8,8,312,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 10:40:18,Mrs.Jimmy,Kennedy,2016,6,5,22,2
1464930000000.0,2016-06-07,MALE,dwight.2015-tyler-boom@gmail.com,FOOTWEAR,45,5,8,217,NEAR EAST                          ,Jordan ,Amman,2016-Jun-03 10:40:18,Mr.Dwight,Tyler,2016,6,7,23,2
1464930000000.0,2016-06-06,MALE,W@gmail.com,CROCKERY,30,10,9,291,ASIA (EX. NEAR EAST)         ,Pakistan ,Islamabad,2016-Jun-03 10:40:20,Mr.Warren,Hoover,2016,6,6,23,2
1464930000000.0,2016-06-05,FEMALE,richard.TAFT@yahoomail.com,ENTERTAINMENT,110,7,9,761,NORTHERN AFRICA                    ,Libya ,Tripoli,2016-Jun-03 10:40:20,Mrs.Richard,Taft,2016,6,5,22,2
1464930000000.0,2016-06-07,FEMALE,grover.ford@outlook.com,COMPUTER PERIPHERALS,80,4,7,313,ASIA (EX. NEAR EAST)         ,Bhutan ,Thimphu,2016-Jun-03 10:40:20,Mrs.Grover,Ford,2016,6,7,23,2
1464930000000.0,2016-06-05,FEMALE,A@gmail.com,CUTLERY,75,2,7,143,WESTERN EUROPE                     ,Liechtenstein ,Vaduz,2016-Jun-03 10:40:21,Mrs.Andrew,Pierce,2016,6,5,22,2
1464930000000.0,2016-06-06,MALE,j.james.e.eisenhower@in.defteam.com,GIFTS,60,1,9,51,OCEANIA                            ,Cook Islands ,Avarua,2016-Jun-03 10:40:21,Mr.James,Eisenhower,2016,6,6,23,2
1464930000000.0,2016-06-08,FEMALE,b@hotmail.com,MOBILE,500,7,7,3493,NEAR EAST                          ,Jordan ,Amman,2016-Jun-03 10:40:22,Mrs.Benjamin,Fillmore,2016,6,8,23,2
1464930000000.0,2016-06-09,MALE,jimmy.2015-taft-boom@gmail.com,HANDICRAFT,150,4,1,599,WESTERN EUROPE                     ,Liechtenstein ,Vaduz,2016-Jun-03 10:40:23,Mr.Jimmy,Taft,2016,6,9,23,2
1464930000000.0,2016-06-05,FEMALE,andrew.pierce@outlook.com,CUTLERY,75,4,1,299,LATIN AMER. & CARIB    ,Colombia ,Bogotá,2016-Jun-03 10:40:23,Mrs.Andrew,Pierce,2016,6,5,22,2
1464930000000.0,2016-06-07,FEMALE,ulysses_truman@hotmail.com,FASHION,600,6,3,3597,C.W. OF IND. STATES ,Moldova ,Chisinau,2016-Jun-03 10:40:23,Mrs.Ulysses,Truman,2016,6,7,23,2
1464930000000.0,2016-06-08,FEMALE,t.theodore.f.fillmore@in.defteam.com,MOBILE,500,3,8,1492,C.W. OF IND. STATES ,Armenia ,Yerevan,2016-Jun-03 10:40:23,Mrs.Theodore,Fillmore,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,g@hotmail.com,VISUAL,275,7,2,1923,BALTICS                            ,Latvia ,Riga,2016-Jun-03 10:40:25,Mr.Gerald,Buchanan,2016,6,6,23,2
1464930000000.0,2016-06-09,FEMALE,G@gmail.com,TOYS,25,6,7,143,SUB-SAHARAN AFRICA                 ,Guinea ,Conakry,2016-Jun-03 10:40:26,Mrs.Grover,Polk,2016,6,9,23,2
1464930000000.0,2016-06-06,FEMALE,andrew.johnson@outlook.com,GIFTS,60,4,2,238,NORTHERN AMERICA                   ,Bermuda ,Hamilton,2016-Jun-03 10:40:26,Mrs.Andrew,Johnson,2016,6,6,23,2
1464930000000.0,2016-06-09,FEMALE,r@hotmail.com,GIFTS,60,8,6,474,WESTERN EUROPE                     ,Iceland ,Reykjavík,2016-Jun-03 10:40:26,Mrs.Richard,Adams,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,lyndon.polk@outlook.com,MUSIC,20,4,6,74,C.W. OF IND. STATES ,Russia ,Moscow,2016-Jun-03 10:40:28,Mrs.Lyndon,Polk,2016,6,7,23,2
