TRANSACTION_ID,TRANSACTION_DATE,USER_FULL_NAME,GENDER,EMAIL_CONTACT,PRODUCT_DESCRIPTION,PRODUCT_UNIT_PRICE,QUANTITY,DISCOUNT_AMOUNT,NET_SALE_VALUE,REGION,COUNTRY,CAPITAL_CITY,EVENT_LOG_TIMESTAMP
1.46493E+12,2016-Jun-06 10:46:57,,,j@hotmail.com,HANDICRAFT,150,1,6,144,OCEANIA                            ,Vanuatu ,Port Vila,2016-Jun-03 10:46:57
1.46493E+12,2016-Jun-05 10:46:58,Mrs.George Fillmore,F,george.FILLMORE@yahoomail.com,OPTICAL,50,8,1,399,WESTERN EUROPE                     ,Malta ,Valletta,2016-Jun-03 10:46:58
1.46493E+12,2016-Jun-05 10:46:58,Mrs.Martin Carter,female,m@hotmail.com,LIGHTING,55,8,1,439,WESTERN EUROPE                     ,Greece ,Athens,2016-Jun-03 10:46:58
1.46493E+12,2016-Jun-08 10:46:58,,,john.2015-hoover-boom@gmail.com,PAINTING,175,6,8,1042,OCEANIA                            ,New Caledonia ,Nouméa,2016-Jun-03 10:46:58
1.46493E+12,2016-Jun-07 10:46:58,Mr.Zachary Quincy,MALE,zachary.quincy@outlook..com,FASHION,600,9,9,5391,ASIA (EX. NEAR EAST)         ,Taiwan ,Taipei,2016-Jun-03 10:46:58
1.46493E+12,2016-Jun-06 10:46:58,Mr.Zachary Reagan,Male,zachary..reagan@facebook.com,MUSIC,20,4,8,72,LATIN AMER. & CARIB    ,Ecuador ,Quito,2016-Jun-03 10:46:58
1.46493E+12,2016-Jun-09 10:46:58,Mrs.Franklin Garfield,F,franklin..garfield@facebook.com,LITERATURE,90,7,7,623,OCEANIA                            ,Palau ,Melekeok,2016-Jun-03 10:46:58
1.46493E+12,2016-Jun-08 10:46:59,Mr.Grover Fillmore,Male,G@grover@fillmore@gmail.com,HANDICRAFT,150,7,1,1049,ASIA (EX. NEAR EAST)         ,Cambodia ,Phnom Penh,2016-Jun-03 10:46:59
1.46493E+12,2016-Jun-09 10:47:00,Mr.Ulysses Clinton,Male,U@ulysses@clinton@gmail.com,TOYS,25,9,3,222,LATIN AMER. & CARIB    ,Anguilla ,The Valley,2016-Jun-03 10:47:00
1.46493E+12,2016-Jun-05 10:47:00,Mr.Richard Harding,male,richard..harding@facebook.com,FOOTWEAR,45,4,8,172,SUB-SAHARAN AFRICA                 ,Namibia ,Windhoek,2016-Jun-03 10:47:00
1.46493E+12,2016-Jun-09 10:47:01,Mr.Harry Taylor,Male,harry..taylor@facebook.com,MUSIC,20,5,6,94,OCEANIA                            ,Cook Islands ,Avarua,2016-Jun-03 10:47:01
1.46493E+12,2016-Jun-06 10:47:01,Mr.Theodore Arthur,m,theodore.arthur@outlook.com,OPTICAL,50,8,8,392,LATIN AMER. & CARIB    ,Belize ,Belmopan,2016-Jun-03 10:47:01
1.46493E+12,2016-Jun-06 10:47:02,Mr.Zachary Pierce,MALE,Z@zachary@pierce@gmail.com,MUSIC,20,1,8,12,WESTERN EUROPE                     ,Finland ,Helsinki,2016-Jun-03 10:47:02
1.46493E+12,2016-Jun-06 10:47:02,Mrs.Martin Fillmore,FEMALE,martin.2015-fillmore-boom@gmail.com,MECHANICAL,300,4,8,1192,ASIA (EX. NEAR EAST)         ,Burma ,Naypyidaw,2016-Jun-03 10:47:02
1.46493E+12,2016-Jun-08 10:47:02,,,thomas.reagan@outlook.com,ELECTRONICS,800,3,1,2399,LATIN AMER. & CARIB    ,Suriname ,Paramaribo,2016-Jun-03 10:47:02
1.46493E+12,2016-Jun-08 10:47:03,Mr.Andrew Harrison,MALE,A@gmail.com,MUSIC,20,3,9,51,OCEANIA                            ,Tuvalu ,Funafuti,2016-Jun-03 10:47:03
1.46493E+12,2016-Jun-05 10:47:03,Mrs.Dwight Johnson,FEMALE,dwightandjohnson@yahoomail.com,PAINTING,175,10,9,1741,WESTERN EUROPE                     ,United Kingdom ,London,2016-Jun-03 10:47:03
1.46493E+12,2016-Jun-08 10:47:04,Mr.Woodrow Adams,m,w.woodrow.a.adams@in.defteam.com,GAMES,100,4,6,394,OCEANIA                            ,Marshall Islands ,Majuro,2016-Jun-03 10:47:04
1.46493E+12,2016-Jun-09 10:47:04,Mr.Benjamin Lincoln,Male,benjaminandlincoln@yahoomail.com,HANDICRAFT,150,2,5,295,BALTICS                            ,Estonia ,Tallinn,2016-Jun-03 10:47:04
1.46493E+12,2016-Jun-08 10:47:04,Mrs.Gerald Tyler,Female,G@gmail.com,COMPUTER PERIPHERALS,80,3,5,235,LATIN AMER. & CARIB    ,Nicaragua ,Managua,2016-Jun-03 10:47:04
1.46493E+12,2016-Jun-07 10:47:04,Mr.Warren Quincy,male,warren..quincy@facebook.com,ELECTRICAL,250,8,3,1997,SUB-SAHARAN AFRICA                 ,Nigeria ,Abuja,2016-Jun-03 10:47:04
1.46493E+12,2016-Jun-06 10:47:04,,,t@hotmail.com,GADGETS,180,3,5,535,NEAR EAST                          ,Saudi Arabia ,Riyadh,2016-Jun-03 10:47:04
1.46493E+12,2016-Jun-06 10:47:05,,,L@lyndon@johnson@gmail.com,WARDROBE,850,2,9,1691,OCEANIA                            ,Marshall Islands ,Majuro,2016-Jun-03 10:47:05
1.46493E+12,2016-Jun-09 10:47:05,Mrs.Martin Tyler,female,m@hotmail.com,ELECTRICAL,250,9,1,2249,SUB-SAHARAN AFRICA                 ,Guinea-Bissau ,Bissau,2016-Jun-03 10:47:05
1.46493E+12,2016-Jun-08 10:47:06,,,george.madison@outlook..com,MUSIC,20,9,4,176,SUB-SAHARAN AFRICA                 ,Cameroon ,Yaoundé,2016-Jun-03 10:47:06
1.46493E+12,2016-Jun-09 10:47:06,Mr.Abraham Nixon,M,a@hotmail.com,FOOTWEAR,45,7,1,314,SUB-SAHARAN AFRICA                 ,Mauritania ,Nouakchott,2016-Jun-03 10:47:06
1.46493E+12,2016-Jun-05 10:47:07,Mr.Gerald Arthur,Male,G@gerald@arthur@gmail.com,MUSIC,20,3,1,59,WESTERN EUROPE                     ,United Kingdom ,London,2016-Jun-03 10:47:07
1.46493E+12,2016-Jun-08 10:47:07,,,m.martin.j.jackson+2015@facebook.com,TOYS,25,8,7,193,SUB-SAHARAN AFRICA                 ,Niger ,Niamey,2016-Jun-03 10:47:07
1.46493E+12,2016-Jun-09 10:47:08,Mrs.Benjamin Harrison,female,B@gmail.com,LIGHTING,55,5,8,267,NORTHERN AFRICA                    ,Libya ,Tripoli,2016-Jun-03 10:47:08
1.46493E+12,2016-Jun-08 10:47:08,Mr.Calvin Madison,male,calvin.2015-madison-boom@gmail.com,ELECTRONICS,800,3,6,2394,SUB-SAHARAN AFRICA                 ,Mozambique ,Maputo,2016-Jun-03 10:47:08
1.46493E+12,2016-Jun-07 10:47:09,Mr.Rutherford Van Buren,MALE,rutherford_van buren@hotmail.com,LITERATURE,90,10,1,899,WESTERN EUROPE                     ,Faroe Islands ,Tórshavn,2016-Jun-03 10:47:09
1.46493E+12,2016-Jun-05 10:47:10,Mrs.Franklin Garfield,f,franklin.garfield@outlook..com,VISUAL,275,10,5,2745,ASIA (EX. NEAR EAST)         ,Vietnam ,Hanoi,2016-Jun-03 10:47:10
1.46493E+12,2016-Jun-08 10:47:11,Mr.Abraham Cleveland,Male,abraham_cleveland@hotmail.com,GIFTS,60,1,9,51,LATIN AMER. & CARIB    ,Barbados ,Bridgetown,2016-Jun-03 10:47:11
1.46493E+12,2016-Jun-05 10:47:12,,,franklin.2015-lincoln-boom@gmail.com,MOBILE,500,6,8,2992,ASIA (EX. NEAR EAST)         ,Afghanistan ,Kabul,2016-Jun-03 10:47:12
1.46493E+12,2016-Jun-07 10:47:13,Mr.Woodrow Hayes,M,W@gmail.com,MUSIC,20,10,1,199,C.W. OF IND. STATES ,Turkmenistan ,Ashgabat,2016-Jun-03 10:47:13
1.46493E+12,2016-Jun-07 10:47:13,Mr.James Johnson,MALE,jamesandjohnson@yahoomail.com,PAINTING,175,6,7,1043,LATIN AMER. & CARIB    ,French Guiana ,Cayenne,2016-Jun-03 10:47:13
1.46493E+12,2016-Jun-07 10:47:13,Mr.William Taft,MALE,w@hotmail.com,FOOTWEAR,45,1,3,42,WESTERN EUROPE                     ,Sweden ,Stockholm,2016-Jun-03 10:47:13
1.46493E+12,2016-Jun-05 10:47:14,Mr.Theodore Jefferson,M,theodore.jefferson.com,GAMES,100,9,5,895,WESTERN EUROPE                     ,Portugal ,Lisbon,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-08 10:47:14,Mrs.Woodrow Taylor,female,woodrow.TAYLOR@yahoomail.com,GADGETS,180,1,3,177,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-06 10:47:14,Mrs.Richard Harrison,female,richard..harrison@facebook.com,MOBILE,500,2,7,993,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-05 10:47:14,Mr.John Pierce,M,j.john.p.pierce@in.defteam.com,TOYS,25,5,9,116,SUB-SAHARAN AFRICA                 ,Lesotho ,Maseru,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-06 10:47:14,Mrs.Theodore Nixon,female,T@gmail.com,TOYS,25,5,7,118,NORTHERN AFRICA                    ,Morocco ,Rabat,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-07 10:47:14,Mr.George Pierce,MALE,george.2015-pierce-boom@gmail.com,ELECTRONICS,800,8,6,6394,C.W. OF IND. STATES ,Belarus ,Minsk,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-05 10:47:14,Mr.Lyndon Clinton,Male,lyndon.clinton@outlook.com,MOBILE,500,10,9,4991,SUB-SAHARAN AFRICA                 ,Mauritius ,Port Louis,2016-Jun-03 10:47:14
1.46493E+12,2016-Jun-07 10:47:15,,,c.chester.c.carter+2015@facebook.com,MOBILE,500,5,9,2491,LATIN AMER. & CARIB    ,French Guiana ,Cayenne,2016-Jun-03 10:47:15
1.46493E+12,2016-Jun-08 10:47:15,Mrs.Calvin Nixon,F,calvin.NIXON@yahoomail.com,MUSIC,20,1,7,13,EASTERN EUROPE                     ,Croatia ,Zagreb,2016-Jun-03 10:47:15
1.46493E+12,2016-Jun-08 10:47:15,Mr.John Fillmore,male,john_fillmore@hotmail.com,PAINTING,175,8,3,1397,ASIA (EX. NEAR EAST)         ,Laos ,Vientiane,2016-Jun-03 10:47:15
1.46493E+12,2016-Jun-05 10:47:15,Mr.Chester Quincy,MALE,c@hotmail.com,GADGETS,180,10,6,1794,NEAR EAST                          ,Qatar ,Doha,2016-Jun-03 10:47:15
1.46493E+12,2016-Jun-07 10:47:16,Mrs.Herbert Van Buren,FEMALE,herbert.VAN BUREN@yahoomail.com,GADGETS,180,9,3,1617,LATIN AMER. & CARIB    ,Guatemala ,Guatemala City,2016-Jun-03 10:47:16
1.46493E+12,2016-Jun-05 10:47:17,Mrs.Harry Tyler,female,harry_tyler@hotmail.com,VISUAL,275,6,4,1646,SUB-SAHARAN AFRICA                 ,Swaziland ,Mbabane,2016-Jun-03 10:47:17
1.46493E+12,2016-Jun-06 10:47:17,Mrs.Rutherford Harding,Female,rutherfordandharding@yahoomail.com,CROCKERY,30,5,4,146,SUB-SAHARAN AFRICA                 ,Burkina Faso ,Ouagadougou,2016-Jun-03 10:47:17
1.46493E+12,2016-Jun-06 10:47:17,Mr.Martin Buchanan,m,martin.2015-buchanan-boom@gmail.com,TOYS,25,5,3,122,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 10:47:17
1.46493E+12,2016-Jun-06 10:47:18,Mr.George Coolidge,Male,george_coolidge@hotmail.com,TOYS,25,10,5,245,C.W. OF IND. STATES ,Georgia ,Tbilisi,2016-Jun-03 10:47:18
1.46493E+12,2016-Jun-09 10:47:18,Mr.Millard Garfield,M,millard.GARFIELD@yahoomail.com,ELECTRONICS,800,7,4,5596,C.W. OF IND. STATES ,Kazakhstan ,Astana,2016-Jun-03 10:47:18
1.46493E+12,2016-Jun-09 10:47:18,,,r.rutherford.j.jackson+2015@facebook.com,LITERATURE,90,7,9,621,SUB-SAHARAN AFRICA                 ,Angola ,Luanda,2016-Jun-03 10:47:18
1.46493E+12,2016-Jun-09 10:47:18,,,dwight_monroe@hotmail.com,SOFTWARE,40,5,6,194,LATIN AMER. & CARIB    ,Uruguay ,Montevideo,2016-Jun-03 10:47:18
1.46493E+12,2016-Jun-08 10:47:19,Mr.Richard Pierce,m,R@richard@pierce@gmail.com,ENTERTAINMENT,110,6,4,656,ASIA (EX. NEAR EAST)         ,Philippines ,Manila,2016-Jun-03 10:47:19
1.46493E+12,2016-Jun-08 10:47:19,Mrs.Richard Roosevelt,F,richard_roosevelt@hotmail.com,CUTLERY,75,6,4,446,LATIN AMER. & CARIB    ,Suriname ,Paramaribo,2016-Jun-03 10:47:19
1.46493E+12,2016-Jun-06 10:47:20,Mrs.Martin Buchanan,Female,martin.2015-buchanan-boom@gmail.com,CROCKERY,30,7,3,207,ASIA (EX. NEAR EAST)         ,Pakistan ,Islamabad,2016-Jun-03 10:47:20
1.46493E+12,2016-Jun-05 10:47:20,Mr.Woodrow Polk,male,woodrow.2015-polk-boom@gmail.com,ENTERTAINMENT,110,1,5,105,NORTHERN AFRICA                    ,Morocco ,Rabat,2016-Jun-03 10:47:20
1.46493E+12,2016-Jun-08 10:47:20,Mr.Theodore Pierce,Male,t.theodore.p.pierce+2015@facebook.com,FASHION,600,2,9,1191,LATIN AMER. & CARIB    ,Uruguay ,Montevideo,2016-Jun-03 10:47:20
1.46493E+12,2016-Jun-07 10:47:21,Mrs.Martin Johnson,F,martin.2015-johnson-boom@gmail.com,ARTS,35,6,2,208,SUB-SAHARAN AFRICA                 ,Equatorial Guinea ,Malabo,2016-Jun-03 10:47:21
1.46493E+12,2016-Jun-07 10:47:21,Mrs.James Pierce,F,james.pierce.com,ELECTRONICS,800,5,6,3994,SUB-SAHARAN AFRICA                 ,Senegal ,Dakar,2016-Jun-03 10:47:21
1.46493E+12,2016-Jun-08 10:47:21,Mrs.John Kennedy,female,john.kennedy.com,LITERATURE,90,8,6,714,LATIN AMER. & CARIB    ,Aruba ,Oranjestad,2016-Jun-03 10:47:21
1.46493E+12,2016-Jun-08 10:47:23,Mrs.Chester Polk,FEMALE,chesterandpolk@yahoomail.com,GADGETS,180,6,7,1073,OCEANIA                            ,Tuvalu ,Funafuti,2016-Jun-03 10:47:23
1.46493E+12,2016-Jun-08 10:47:23,Mr.Franklin McKinley,M,f.franklin.m.mckinley+2015@facebook.com,GADGETS,180,9,8,1612,NEAR EAST                          ,Turkey ,Ankara,2016-Jun-03 10:47:23
1.46493E+12,2016-Jun-09 10:47:23,,,L@gmail.com,PAINTING,175,10,7,1743,NEAR EAST                          ,Oman ,Muscat,2016-Jun-03 10:47:23
1.46493E+12,2016-Jun-07 10:47:24,Mrs.Jimmy Eisenhower,f,jimmy.eisenhower@outlook.com,GAMES,100,10,3,997,SUB-SAHARAN AFRICA                 ,South Africa ,Pretoria,2016-Jun-03 10:47:24
1.46493E+12,2016-Jun-07 10:47:24,Mr.Martin Cleveland,MALE,m.martin.c.cleveland@in.defteam.com,VISUAL,275,7,3,1922,LATIN AMER. & CARIB    ,Haiti ,Port-au-Prince,2016-Jun-03 10:47:24
1.46493E+12,2016-Jun-09 10:47:25,Mrs.Richard Grant,female,richard.GRANT@yahoomail.com,ELECTRONICS,800,5,8,3992,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 10:47:25
1.46493E+12,2016-Jun-09 10:47:25,Mr.Dwight Van Buren,m,dwight..van buren@facebook.com,VISUAL,275,3,5,820,WESTERN EUROPE                     ,Spain ,Madrid,2016-Jun-03 10:47:25
1.46493E+12,2016-Jun-07 10:47:25,,,ronald.cleveland@outlook..com,MUSIC,20,6,2,118,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 10:47:25
1.46493E+12,2016-Jun-06 10:47:25,Mr.Theodore Cleveland,M,theodore..cleveland@facebook.com,ELECTRICAL,250,5,6,1244,ASIA (EX. NEAR EAST)         ,Brunei ,Bandar Seri Begawan,2016-Jun-03 10:47:25
1.46493E+12,2016-Jun-08 10:47:26,Mr.Woodrow Van Buren,m,woodrow.VAN BUREN@yahoomail.com,OPTICAL,50,4,2,198,LATIN AMER. & CARIB    ,Saint Lucia ,Castries,2016-Jun-03 10:47:26
1.46493E+12,2016-Jun-08 10:47:26,Mr.John Eisenhower,Male,john..eisenhower@facebook.com,COMPUTER PERIPHERALS,80,3,1,239,LATIN AMER. & CARIB    ,Ecuador ,Quito,2016-Jun-03 10:47:26
1.46493E+12,2016-Jun-08 10:47:27,Mrs.Thomas Johnson,Female,thomas_johnson@hotmail.com,PAINTING,175,8,6,1394,LATIN AMER. & CARIB    ,Guyana ,Georgetown,2016-Jun-03 10:47:27
1.46493E+12,2016-Jun-09 10:47:27,,,C@chester@jefferson@gmail.com,SOFTWARE,40,9,8,352,ASIA (EX. NEAR EAST)         ,China ,Beijing,2016-Jun-03 10:47:27
1.46493E+12,2016-Jun-08 10:47:27,,,william.truman.com,ELECTRICAL,250,10,8,2492,C.W. OF IND. STATES ,Turkmenistan ,Ashgabat,2016-Jun-03 10:47:27
1.46493E+12,2016-Jun-09 10:47:28,Mrs.Richard Ford,Female,r@hotmail.com,SOFTWARE,40,4,9,151,SUB-SAHARAN AFRICA                 ,Eritrea ,Asmara,2016-Jun-03 10:47:28
1.46493E+12,2016-Jun-05 10:47:28,,,M@millard@ford@gmail.com,SOFTWARE,40,4,6,154,SUB-SAHARAN AFRICA                 ,Cape Verde ,Praia,2016-Jun-03 10:47:28
1.46493E+12,2016-Jun-06 10:47:28,Mr.Warren Nixon,M,W@warren@nixon@gmail.com,MOBILE,500,9,2,4498,OCEANIA                            ,Cook Islands ,Avarua,2016-Jun-03 10:47:28
1.46493E+12,2016-Jun-05 10:47:28,Mrs.William Eisenhower,f,william.eisenhower.com,ARTS,35,10,4,346,SUB-SAHARAN AFRICA                 ,Namibia ,Windhoek,2016-Jun-03 10:47:28
1.46493E+12,2016-Jun-06 10:47:28,Mrs.Rutherford Madison,Female,r.rutherford.m.madison@in.defteam.com,LITERATURE,90,10,2,898,SUB-SAHARAN AFRICA                 ,Uganda ,Kampala,2016-Jun-03 10:47:28
1.46493E+12,2016-Jun-07 10:47:29,Mrs.Calvin Madison,f,c@hotmail.com,COMPUTER PERIPHERALS,80,1,8,72,LATIN AMER. & CARIB    ,Belize ,Belmopan,2016-Jun-03 10:47:29
1.46493E+12,2016-Jun-07 10:47:29,,,L@lyndon@roosevelt@gmail.com,GIFTS,60,5,6,294,LATIN AMER. & CARIB    ,Colombia ,Bogotá,2016-Jun-03 10:47:29
1.46493E+12,2016-Jun-05 10:47:29,Mrs.Jimmy Fillmore,F,j.jimmy.f.fillmore+2015@facebook.com,TOYS,25,4,9,91,LATIN AMER. & CARIB    ,Nicaragua ,Managua,2016-Jun-03 10:47:29
1.46493E+12,2016-Jun-08 10:47:29,,,r.ronald.j.jefferson@in.defteam.com,FASHION,600,6,6,3594,LATIN AMER. & CARIB    ,Guatemala ,Guatemala City,2016-Jun-03 10:47:29
1.46493E+12,2016-Jun-05 10:47:30,,,t@hotmail.com,GAMES,100,1,4,96,NORTHERN AMERICA                   ,Canada ,Ottawa,2016-Jun-03 10:47:30
1.46493E+12,2016-Jun-07 10:47:30,Mr.Bill Adams,MALE,bill.2015-adams-boom@gmail.com,MOBILE,500,7,9,3491,LATIN AMER. & CARIB    ,Cayman Islands ,George Town,2016-Jun-03 10:47:30
1.46493E+12,2016-Jun-09 10:47:30,Mr.Jimmy Taft,Male,jimmyandtaft@yahoomail.com,GIFTS,60,9,5,535,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 10:47:30
1.46493E+12,2016-Jun-09 10:47:31,Mrs.Chester Johnson,f,chester.JOHNSON@yahoomail.com,WARDROBE,850,8,1,6799,WESTERN EUROPE                     ,Faroe Islands ,Tórshavn,2016-Jun-03 10:47:31
1.46493E+12,2016-Jun-07 10:47:32,Mr.Zachary Cleveland,m,zachary.cleveland.com,SOFTWARE,40,7,9,271,SUB-SAHARAN AFRICA                 ,Djibouti ,Djibouti,2016-Jun-03 10:47:32
1.46493E+12,2016-Jun-05 10:47:32,Mr.John Roosevelt,male,J@gmail.com,MECHANICAL,300,1,5,295,C.W. OF IND. STATES ,Kazakhstan ,Astana,2016-Jun-03 10:47:32
1.46493E+12,2016-Jun-07 10:47:32,Mrs.Gerald Polk,F,g.gerald.p.polk+2015@facebook.com,COMPUTER PERIPHERALS,80,1,1,79,WESTERN EUROPE                     ,Spain ,Madrid,2016-Jun-03 10:47:32
1.46493E+12,2016-Jun-06 10:47:33,,,thomas.polk@outlook.com,ARTS,35,10,3,347,OCEANIA                            ,Australia ,Canberra,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-07 10:47:33,Mr.Benjamin Garfield,M,benjamin.garfield@outlook.com,LIGHTING,55,3,1,164,WESTERN EUROPE                     ,Ireland ,Dublin,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-05 10:47:33,Mr.Richard Lincoln,male,R@richard@lincoln@gmail.com,PAINTING,175,3,5,520,C.W. OF IND. STATES ,Moldova ,Chisinau,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-08 10:47:33,Mr.George Carter,MALE,G@george@carter@gmail.com,MOBILE,500,10,8,4992,NEAR EAST                          ,Kuwait ,Kuwait City,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-07 10:47:33,Mrs.George Adams,FEMALE,george..adams@facebook.com,MECHANICAL,300,9,1,2699,LATIN AMER. & CARIB    ,Guyana ,Georgetown,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-08 10:47:33,Mrs.Ulysses Johnson,female,U@ulysses@johnson@gmail.com,PAINTING,175,6,9,1041,NORTHERN AMERICA                   ,Bermuda ,Hamilton,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-07 10:47:33,,,theodore.fillmore@outlook.com,WARDROBE,850,8,3,6797,EASTERN EUROPE                     ,Czech Republic ,Prague,2016-Jun-03 10:47:33
1.46493E+12,2016-Jun-09 10:47:34,Mrs.Herbert Kennedy,female,herbert.kennedy@outlook..com,ENTERTAINMENT,110,2,2,218,LATIN AMER. & CARIB    ,Venezuela ,Caracas,2016-Jun-03 10:47:34
1.46493E+12,2016-Jun-06 10:47:35,,,g@hotmail.com,PAINTING,175,1,9,166,SUB-SAHARAN AFRICA                 ,South Africa ,Pretoria,2016-Jun-03 10:47:35
1.46493E+12,2016-Jun-06 10:47:35,Mrs.Theodore Truman,FEMALE,t@hotmail.com,FASHION,600,8,8,4792,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 10:47:35
1.46493E+12,2016-Jun-06 10:47:35,Mr.Ronald Eisenhower,male,ronald.EISENHOWER@yahoomail.com,FASHION,600,9,9,5391,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 10:47:35
1.46493E+12,2016-Jun-09 10:47:35,Mrs.George Taft,female,G@gmail.com,LIGHTING,55,9,7,488,ASIA (EX. NEAR EAST)         ,Laos ,Vientiane,2016-Jun-03 10:47:35
1.46493E+12,2016-Jun-09 10:47:36,Mrs.Martin Polk,FEMALE,M@gmail.com,LIGHTING,55,4,6,214,OCEANIA                            ,American Samoa ,Pago Pago,2016-Jun-03 10:47:36
1.46493E+12,2016-Jun-05 10:47:36,,,millardandvan buren@yahoomail.com,FOOTWEAR,45,1,9,36,ASIA (EX. NEAR EAST)         ,Sri Lanka ,Sri Jayawardenepura Kotte,2016-Jun-03 10:47:36
1.46493E+12,2016-Jun-05 10:47:36,Mr.Grover Adams,M,g@hotmail.com,ELECTRICAL,250,2,1,499,LATIN AMER. & CARIB    ,Jamaica ,Kingston,2016-Jun-03 10:47:36
1.46493E+12,2016-Jun-09 10:47:36,Mr.Benjamin Johnson,m,benjamin.2015-johnson-boom@gmail.com,ARTS,35,1,1,34,LATIN AMER. & CARIB    ,Anguilla ,The Valley,2016-Jun-03 10:47:36
1.46493E+12,2016-Jun-07 10:47:36,Mrs.Martin Buchanan,f,martin_buchanan@hotmail.com,ENTERTAINMENT,110,9,9,981,NEAR EAST                          ,Lebanon ,Beirut,2016-Jun-03 10:47:36
1.46493E+12,2016-Jun-05 10:47:37,,,zachary.pierce.com,MUSIC,20,8,5,155,OCEANIA                            ,Tuvalu ,Funafuti,2016-Jun-03 10:47:37
1.46493E+12,2016-Jun-07 10:47:37,Mrs.Zachary Buchanan,F,z@hotmail.com,FASHION,600,5,9,2991,ASIA (EX. NEAR EAST)         ,Japan ,Tokyo,2016-Jun-03 10:47:37
1.46493E+12,2016-Jun-08 10:47:37,Mrs.Grover Truman,F,grover.TRUMAN@yahoomail.com,MECHANICAL,300,2,8,592,ASIA (EX. NEAR EAST)         ,Taiwan ,Taipei,2016-Jun-03 10:47:37
1.46493E+12,2016-Jun-07 10:47:37,Mr.Lyndon Harding,MALE,lyndon.HARDING@yahoomail.com,FOOTWEAR,45,9,9,396,WESTERN EUROPE                     ,San Marino ,San Marino,2016-Jun-03 10:47:37
1.46493E+12,2016-Jun-08 10:47:38,,,W@gmail.com,FASHION,600,6,6,3594,OCEANIA                            ,New Caledonia ,Nouméa,2016-Jun-03 10:47:38
1.46493E+12,2016-Jun-09 10:47:38,Mrs.Chester Harding,female,C@chester@harding@gmail.com,GADGETS,180,5,2,898,SUB-SAHARAN AFRICA                 ,Botswana ,Gaborone,2016-Jun-03 10:47:38
1.46493E+12,2016-Jun-06 10:47:38,Mrs.Theodore Fillmore,F,theodoreandfillmore@yahoomail.com,ENTERTAINMENT,110,7,8,762,WESTERN EUROPE                     ,Luxembourg ,Luxembourg,2016-Jun-03 10:47:38
1.46493E+12,2016-Jun-05 10:47:39,Mrs.Harry Adams,Female,h.harry.a.adams@in.defteam.com,ELECTRICAL,250,2,5,495,WESTERN EUROPE                     ,Norway ,Oslo,2016-Jun-03 10:47:39
1.46493E+12,2016-Jun-07 10:47:39,Mr.Bill Polk,male,bill_polk@hotmail.com,MUSIC,20,8,8,152,SUB-SAHARAN AFRICA                 ,Senegal ,Dakar,2016-Jun-03 10:47:39
1.46493E+12,2016-Jun-05 10:47:39,Mrs.James Jackson,FEMALE,james.jackson@outlook.com,HANDICRAFT,150,3,6,444,SUB-SAHARAN AFRICA                 ,Mauritius ,Port Louis,2016-Jun-03 10:47:39
1.46493E+12,2016-Jun-09 10:47:40,,,james.buchanan@outlook.com,ENTERTAINMENT,110,7,9,761,ASIA (EX. NEAR EAST)         ,Japan ,Tokyo,2016-Jun-03 10:47:40
1.46493E+12,2016-Jun-09 10:47:40,Mrs.Andrew Carter,f,a@hotmail.com,ARTS,35,9,2,313,OCEANIA                            ,Australia ,Canberra,2016-Jun-03 10:47:40
1.46493E+12,2016-Jun-05 10:47:40,Mrs.Woodrow Truman,f,w@hotmail.com,ELECTRICAL,250,3,4,746,SUB-SAHARAN AFRICA                 ,Angola ,Luanda,2016-Jun-03 10:47:40
1.46493E+12,2016-Jun-07 10:47:41,Mr.Lyndon Ford,MALE,l@hotmail.com,WARDROBE,850,5,9,4241,OCEANIA                            ,Cook Islands ,Avarua,2016-Jun-03 10:47:41
1.46493E+12,2016-Jun-07 10:47:41,Mr.Gerald Clinton,male,geraldandclinton@yahoomail.com,ELECTRICAL,250,9,1,2249,ASIA (EX. NEAR EAST)         ,Pakistan ,Islamabad,2016-Jun-03 10:47:41
